#	Trait	SNP rs	Context	Gene	Gene ID	Gene 2	Gene ID 2	Chromosome	Location	P-Value	Source	PubMed	Analysis ID	Study ID	Study Name
1	Macular Degeneration	10490924	missense	ARMS2	387715	ARMS2	387715	10	124214448		NHGRI	21665990			
2	Metabolism	2066938	UTR-3	UNC119B	84747	UNC119B	84747	12	121160615	4e-305	NHGRI	21886157			
3	Lipid Metabolism	174547	intron	FADS1	3992	FADS1	3992	11	61570783	8e-262	NHGRI	22286219			
4	Macular Degeneration	1061170	missense	CFH	3075	CFH	3075	1	196659237	1e-261	NHGRI	21665990			
5	Metabolism	13391552	intron	ALMS1	7840	ALMS1	7840	2	73818936	5e-252	NHGRI	21886157			
6	Multiple Sclerosis	3135388	nearGene-3	HLA-DRA	3122	HLA-DRA	3122	6	32413051	4e-225	NHGRI	19525953			
7	Multiple Sclerosis	3129889	intergenic	HLA-DRA	3122	HLA-DRB9	3132	6	32413545	1e-206	NHGRI	22190364			
8	Multiple Sclerosis	9271366	intergenic	HLA-DRB1	3123	HLA-DQA1	3117	6	32586854	7e-184	NHGRI	19525955			
9	Metabolism	37369	missense	AGXT2	64902	AGXT2	64902	5	35037115	2e-182	NHGRI	21572414			
10	Kidney Diseases	911119	intergenic	CST9	128822	CST3	1471	20	23612737	2e-138	NHGRI	20383146			
11	Intercellular Adhesion Molecule-1	1799969	missense	ICAM1	3383	ICAM1	3383	19	10394792	1e-120	NHGRI	21533024			
12	Macular Degeneration	10490924	missense	ARMS2	387715	ARMS2	387715	10	124214448	5e-119	NHGRI	20385826			
13	Macular Degeneration	1061170	missense	CFH	3075	CFH	3075	1	196659237	4e-117	NHGRI	20385826			
14	Metabolism	174547	intron	FADS1	3992	FADS1	3992	11	61570783	9e-116	NHGRI	21886157			
15	Macular Degeneration	1410996	intron	CFH	3075	CFH	3075	1	196696933	2e-111	NHGRI	20385826			
16	Insulin-Like Growth Factor Binding Protein 3	11977526	intergenic	IGFBP3	3486	RNU7-76P	100151673	7	46008110	3e-101	NHGRI	21216879			
17	Melanosis	1805007	missense	MC1R	4157	MC1R	4157	16	89986117	1e-96	NHGRI	17952075			
